2016-12-08T23:08:41.374+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.374+0000	dropping: arslinguis.main
2016-12-08T23:08:41.374+0000	imported 0 documents
2016-12-08T23:08:41.453+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.454+0000	imported 8 documents
2016-12-08T23:08:41.529+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.531+0000	imported 20 documents
2016-12-08T23:08:41.606+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.613+0000	imported 186 documents
2016-12-08T23:08:41.688+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.689+0000	imported 8 documents
2016-12-08T23:08:41.764+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.765+0000	imported 8 documents
2016-12-08T23:08:41.840+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.864+0000	imported 816 documents
2016-12-08T23:10:23.350+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.350+0000	dropping: arslinguis.main
2016-12-08T23:10:23.351+0000	imported 0 documents
2016-12-08T23:10:23.430+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.431+0000	imported 8 documents
2016-12-08T23:10:23.511+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.513+0000	imported 20 documents
2016-12-08T23:10:23.590+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.595+0000	imported 186 documents
2016-12-08T23:10:23.672+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.673+0000	imported 8 documents
2016-12-08T23:10:23.749+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.750+0000	imported 8 documents
2016-12-08T23:10:23.828+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.856+0000	imported 816 documents
2016-12-08T23:10:23.975+0000	connected to: 127.0.0.1
2016-12-08T23:10:23.975+0000	dropping: arslinguis.main
2016-12-08T23:10:23.975+0000	imported 0 documents
2016-12-08T23:10:24.052+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.053+0000	imported 8 documents
2016-12-08T23:10:24.132+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.134+0000	imported 20 documents
2016-12-08T23:10:24.212+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.219+0000	imported 186 documents
2016-12-08T23:10:24.295+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.297+0000	imported 8 documents
2016-12-08T23:10:24.374+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.375+0000	imported 8 documents
2016-12-08T23:10:24.454+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.482+0000	imported 816 documents
2016-12-08T23:10:24.577+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.578+0000	dropping: arslinguis.main
2016-12-08T23:10:24.578+0000	imported 0 documents
2016-12-08T23:10:24.655+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.657+0000	imported 8 documents
2016-12-08T23:10:24.734+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.735+0000	imported 20 documents
2016-12-08T23:10:24.811+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.817+0000	imported 186 documents
2016-12-08T23:10:24.892+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.893+0000	imported 8 documents
2016-12-08T23:10:24.969+0000	connected to: 127.0.0.1
2016-12-08T23:10:24.971+0000	imported 8 documents
2016-12-08T23:10:25.046+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.073+0000	imported 816 documents
2016-12-08T23:10:25.165+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.165+0000	dropping: arslinguis.main
2016-12-08T23:10:25.166+0000	imported 0 documents
2016-12-08T23:10:25.241+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.242+0000	imported 8 documents
2016-12-08T23:10:25.317+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.319+0000	imported 20 documents
2016-12-08T23:10:25.396+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.402+0000	imported 186 documents
2016-12-08T23:10:25.478+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.479+0000	imported 8 documents
2016-12-08T23:10:25.555+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.556+0000	imported 8 documents
2016-12-08T23:10:25.632+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.660+0000	imported 816 documents
2016-12-08T23:10:25.812+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.812+0000	dropping: arslinguis.main
2016-12-08T23:10:25.813+0000	imported 0 documents
2016-12-08T23:10:25.888+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.889+0000	imported 8 documents
2016-12-08T23:10:25.964+0000	connected to: 127.0.0.1
2016-12-08T23:10:25.966+0000	imported 20 documents
2016-12-08T23:10:26.041+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.049+0000	imported 186 documents
2016-12-08T23:10:26.125+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.126+0000	imported 8 documents
2016-12-08T23:10:26.203+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.204+0000	imported 8 documents
2016-12-08T23:10:26.279+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.306+0000	imported 816 documents
2016-12-08T23:10:26.386+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.387+0000	dropping: arslinguis.main
2016-12-08T23:10:26.390+0000	imported 0 documents
2016-12-08T23:10:26.466+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.467+0000	imported 8 documents
2016-12-08T23:10:26.544+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.545+0000	imported 20 documents
2016-12-08T23:10:26.620+0000	connected to: 127.0.0.1
2016-12-08T23:10:26.627+0000	imported 186 documents
